title,link,link_type,published,summary
Michael Lamb on Augustine on Hope,https://philosophybites.libsyn.com/michael-lamb-on-augustine-on-hope,text/html,"Mon, 16 Oct 2023 18:17:00 +0000",<p>Augustine is usually described as a pessimist with a bleak view of human evil and corruption. Michael Lamb thinks that is a simplistic reading. Augustine has interesting things to say about hope as a virtue. </p> <p> </p>
Michael Lamb on Augustine on Hope,https://traffic.libsyn.com/secure/philosophybites/Michael_Lamb_on_Augustine_on_Hope.m4a?dest-id=14010,audio/mp4,"Mon, 16 Oct 2023 18:17:00 +0000",<p>Augustine is usually described as a pessimist with a bleak view of human evil and corruption. Michael Lamb thinks that is a simplistic reading. Augustine has interesting things to say about hope as a virtue. </p> <p> </p>
Seth Lazar on Political Philosophy in the Age of AI,https://philosophybites.libsyn.com/seth-lazar-on-political-philosophy-in-the-age-of-ai,text/html,"Wed, 27 Sep 2023 15:55:00 +0000",<p>AI has changed our lives already and looks set to have a huge impact. How should we adapt our thinking about political philosophy in the light of this? The philosopher Seth Lazar explores this question in conversation with Nigel Warburton in this episode of the Philosophy Bites podcast. </p>
Seth Lazar on Political Philosophy in the Age of AI,https://traffic.libsyn.com/secure/philosophybites/Seth_Lazar_on_Political_Philosophy_in_the_Age_of_AI.m4a?dest-id=14010,audio/mp4,"Wed, 27 Sep 2023 15:55:00 +0000",<p>AI has changed our lives already and looks set to have a huge impact. How should we adapt our thinking about political philosophy in the light of this? The philosopher Seth Lazar explores this question in conversation with Nigel Warburton in this episode of the Philosophy Bites podcast. </p>
Hannah Dawson on Mary Wollstonecraft,https://philosophybites.libsyn.com/hannah-dawson-on-mary-wollstonecraft,text/html,"Wed, 27 Sep 2023 11:54:00 +0000",<p>In this episode of the Philosophy Bites podcast Nigel Warburton interviews Hannah Dawson (editor of <em>The Penguin Book of Feminist Writing</em>) on Mary Wollstonecraft and her book <em>A Vindication of the Rights of Woman</em> (1792).</p>
Hannah Dawson on Mary Wollstonecraft,https://traffic.libsyn.com/secure/philosophybites/Hannah_Dawson_on_Mary_Wollstonecraft.m4a?dest-id=14010,audio/mp4,"Wed, 27 Sep 2023 11:54:00 +0000",<p>In this episode of the Philosophy Bites podcast Nigel Warburton interviews Hannah Dawson (editor of <em>The Penguin Book of Feminist Writing</em>) on Mary Wollstonecraft and her book <em>A Vindication of the Rights of Woman</em> (1792).</p>
Scott Hershovitz on Law and Morality,https://philosophybites.libsyn.com/scott-hershovitz-on-law-and-morality,text/html,"Wed, 16 Aug 2023 09:32:00 +0000",<p>What is the relationship between law and morality? How do they differ? Scott Hershovitz discusses these questions with Nigel Warburton in this episode of the Philosophy Bites podcast. </p>
Scott Hershovitz on Law and Morality,https://traffic.libsyn.com/secure/philosophybites/Scott_Hershovitz_on_Law_and_Morality.m4a?dest-id=14010,audio/mp4,"Wed, 16 Aug 2023 09:32:00 +0000",<p>What is the relationship between law and morality? How do they differ? Scott Hershovitz discusses these questions with Nigel Warburton in this episode of the Philosophy Bites podcast. </p>
Carissa Veliz on Digital Ethics,https://philosophybites.libsyn.com/carissa-veliz-on-digital-ethics,text/html,"Tue, 20 Jun 2023 12:11:00 +0000","<p>Digital ethics is a new field. But what is it, what is its scope? In this episode of the <em>Philosophy Bites</em> podcast <a href=""https://www.philosophy.ox.ac.uk/people/carissa-veliz"">Carissa Véliz</a>, author of <em>Privacy is Power </em>and editor of <em>The Oxford Handbook of Digital Ethics</em>, discusses these topics with Nigel Warburton.</p> <p>Philosophy Bites is brought to you by the team of David Edmonds and Nigel Warburton. We've been running since 2007.  </p>"
Carissa Veliz on Digital Ethics,https://traffic.libsyn.com/secure/philosophybites/Carissa_Vliz_on_Digital_Ethics.m4a?dest-id=14010,audio/mp4,"Tue, 20 Jun 2023 12:11:00 +0000","<p>Digital ethics is a new field. But what is it, what is its scope? In this episode of the <em>Philosophy Bites</em> podcast <a href=""https://www.philosophy.ox.ac.uk/people/carissa-veliz"">Carissa Véliz</a>, author of <em>Privacy is Power </em>and editor of <em>The Oxford Handbook of Digital Ethics</em>, discusses these topics with Nigel Warburton.</p> <p>Philosophy Bites is brought to you by the team of David Edmonds and Nigel Warburton. We've been running since 2007.  </p>"
Theron Pummer on the Rules of Rescue,https://philosophybites.libsyn.com/theron-pummer-on-the-rules-of-rescue,text/html,"Mon, 08 May 2023 09:41:00 +0000","<p>You might not have an obligation to risk your life saving other people, but if you do, you should go for saving the greatest number. That's more or less what Theon Pummer believes. Listen to him discussing the morality of rescue with David Edmonds in this episode of the Philosophy Bites podcast</p> <p> </p>"
Theron Pummer on the Rules of Rescue,https://traffic.libsyn.com/secure/philosophybites/Pummer_MixSesW.m4a?dest-id=14010,audio/mp4,"Mon, 08 May 2023 09:41:00 +0000","<p>You might not have an obligation to risk your life saving other people, but if you do, you should go for saving the greatest number. That's more or less what Theon Pummer believes. Listen to him discussing the morality of rescue with David Edmonds in this episode of the Philosophy Bites podcast</p> <p> </p>"
William MacAskill on Longtermism,https://philosophybites.libsyn.com/william-macaskill-on-longtermism,text/html,"Thu, 09 Mar 2023 12:58:00 +0000",<p>In this episode of the <em>Philosophy Bites</em> podcast David Edmonds interviews Will MacAskill on the controversial idea that we ought to give the interests of future people substantial weight when deciding what we ought to do now. </p> <p> </p>
William MacAskill on Longtermism,https://traffic.libsyn.com/secure/philosophybites/William_MacAskill_on_Longtermism.mp3?dest-id=14010,audio/mpeg,"Thu, 09 Mar 2023 12:58:00 +0000",<p>In this episode of the <em>Philosophy Bites</em> podcast David Edmonds interviews Will MacAskill on the controversial idea that we ought to give the interests of future people substantial weight when deciding what we ought to do now. </p> <p> </p>
Kieran Setiya on Loneliness,https://philosophybites.libsyn.com/kieran-setiya-on-loneliness,text/html,"Thu, 09 Mar 2023 12:55:00 +0000","<p>What is loneliness and why is it harmful? How does it differ from just being on your own? In the latest episode of the Philosophy Bites podcast, Kieran Setiya discusses this important topic with Nigel Warburton.</p> <p> </p> <p> </p>"
Kieran Setiya on Loneliness,https://traffic.libsyn.com/secure/philosophybites/Kieran_Setiya.mp3?dest-id=14010,audio/mpeg,"Thu, 09 Mar 2023 12:55:00 +0000","<p>What is loneliness and why is it harmful? How does it differ from just being on your own? In the latest episode of the Philosophy Bites podcast, Kieran Setiya discusses this important topic with Nigel Warburton.</p> <p> </p> <p> </p>"
Edith Hall on Aristotle's Way,https://philosophybites.libsyn.com/edith-hall-on-aristotles-way,text/html,"Sun, 27 Nov 2022 14:10:00 +0000","<p>How should we live? This is the basic question for all of us. In this episode of the Philosophy Bites podcast Edith Hall, author of the book Aristotle's Way, gives a sympathetic answer to Aristotle's take on this question. </p>"
Edith Hall on Aristotle's Way,https://traffic.libsyn.com/secure/philosophybites/Edith_Hall_on_Aristotles_Way.mp3?dest-id=14010,audio/mpeg,"Sun, 27 Nov 2022 14:10:00 +0000","<p>How should we live? This is the basic question for all of us. In this episode of the Philosophy Bites podcast Edith Hall, author of the book Aristotle's Way, gives a sympathetic answer to Aristotle's take on this question. </p>"
L.A. Paul on Transformative Experience,https://philosophybites.libsyn.com/la-paul-on-transformative-experience,text/html,"Sat, 08 Oct 2022 18:24:00 +0000",<p>We have all had transformative experiences. But do they have philosophical relevance? Laurie Paul believes they do. In this episode of the Philosophy Bites podcast she discusses this fascinating topic with Nigel Warburton. </p>
L.A. Paul on Transformative Experience,https://traffic.libsyn.com/secure/philosophybites/L.A._Paul_on_Transformative_Experience.mp3?dest-id=14010,audio/mpeg,"Sat, 08 Oct 2022 18:24:00 +0000",<p>We have all had transformative experiences. But do they have philosophical relevance? Laurie Paul believes they do. In this episode of the Philosophy Bites podcast she discusses this fascinating topic with Nigel Warburton. </p>
Josiah Ober on the Civic Bargain,https://philosophybites.libsyn.com/josiah-ober-on-the-civic-bargain,text/html,"Thu, 08 Sep 2022 15:33:35 +0000","<p><span>How do you solve the question of collective self-government by citizens?</span> <a class=""sc-1bctqj2-0 qOIqX"" href=""https://politicalscience.stanford.edu/people/josiah-ober""><span> Josiah Ober</span></a> <span>discusses a fundamental problem of democratic societies: how we come to agree on courses of action when we commit to living within a democracy. His argument is that we need to become civic friends, a concept he explains in the conversation.</span></p>"
Josiah Ober on the Civic Bargain,https://traffic.libsyn.com/secure/philosophybites/Josiah_Ober_on_The_Civic_Bargain.mp3?dest-id=14010,audio/mpeg,"Thu, 08 Sep 2022 15:33:35 +0000","<p><span>How do you solve the question of collective self-government by citizens?</span> <a class=""sc-1bctqj2-0 qOIqX"" href=""https://politicalscience.stanford.edu/people/josiah-ober""><span> Josiah Ober</span></a> <span>discusses a fundamental problem of democratic societies: how we come to agree on courses of action when we commit to living within a democracy. His argument is that we need to become civic friends, a concept he explains in the conversation.</span></p>"
Skye Cleary on Authenticity,https://philosophybites.libsyn.com/skye-cleary-on-authenticity,text/html,"Mon, 01 Aug 2022 10:57:21 +0000","<p>Skye Cleary approaches questions of human authenticity throught he lens of French Existentialism, and particularly through Simone de Beauvoir's thought. She is in conversation with Nigel Warburton.</p>"
Skye Cleary on Authenticity,https://traffic.libsyn.com/secure/philosophybites/Skye_Cleary_on_Authenticity.mp3?dest-id=14010,audio/mpeg,"Mon, 01 Aug 2022 10:57:21 +0000","<p>Skye Cleary approaches questions of human authenticity throught he lens of French Existentialism, and particularly through Simone de Beauvoir's thought. She is in conversation with Nigel Warburton.</p>"
Peter Railton on AI and Ethics,https://philosophybites.libsyn.com/peter-railton-on-ai-and-ethics,text/html,"Fri, 01 Jul 2022 14:21:09 +0000",<p>Developments in AI are coming very quickly. But it's not easy to work out how to deal with the ethical questions that AI generates. Peter Railton discusses AI and Ethics with Nigel Warburton for this episode of the Philosophy Bites podcast</p>
Peter Railton on AI and Ethics,https://traffic.libsyn.com/secure/philosophybites/Peter_Railton_on_AI_and_Ethics.mp3?dest-id=14010,audio/mpeg,"Fri, 01 Jul 2022 14:21:09 +0000",<p>Developments in AI are coming very quickly. But it's not easy to work out how to deal with the ethical questions that AI generates. Peter Railton discusses AI and Ethics with Nigel Warburton for this episode of the Philosophy Bites podcast</p>
Clare Chambers on the Unmodified Body,https://philosophybites.libsyn.com/clare-chambers-on-the-unmodified-body,text/html,"Mon, 20 Jun 2022 21:52:57 +0000","<p>We all make some modifications to our bodies. But often this is in response to social pressures. So is there something to say for the largely unmodified body? <a href=""http://www.clarechambers.com"">Clare Chambers</a> thinks so. In this episode of the Philosophy Bites podcast she spells out why. The interviewer is David Edmonds. </p>"
Clare Chambers on the Unmodified Body,https://traffic.libsyn.com/secure/philosophybites/Clare_Chambers_on_the_Unmodified_Body.mp3?dest-id=14010,audio/mpeg,"Mon, 20 Jun 2022 21:52:57 +0000","<p>We all make some modifications to our bodies. But often this is in response to social pressures. So is there something to say for the largely unmodified body? <a href=""http://www.clarechambers.com"">Clare Chambers</a> thinks so. In this episode of the Philosophy Bites podcast she spells out why. The interviewer is David Edmonds. </p>"
Peter Singer on Consequentialism,https://philosophybites.libsyn.com/peter-singer-on-consequentialism,text/html,"Thu, 19 May 2022 22:38:09 +0000","<p>Peter Singer is probably the most famous living philosopher. He recently won the million-dollar Berggruen Prize and promptly gave all that money to charity.  His positions on this, on animals, poverty, altruism, and much else besides are underpinned by his consequentialism. Here, in conversation with Nigel Warburton he explains his consequentialism and its implications.</p>"
Peter Singer on Consequentialism,https://traffic.libsyn.com/secure/philosophybites/Peter_Singer_on_Consequentialism.mp3?dest-id=14010,audio/mpeg,"Thu, 19 May 2022 22:38:09 +0000","<p>Peter Singer is probably the most famous living philosopher. He recently won the million-dollar Berggruen Prize and promptly gave all that money to charity.  His positions on this, on animals, poverty, altruism, and much else besides are underpinned by his consequentialism. Here, in conversation with Nigel Warburton he explains his consequentialism and its implications.</p>"
Cecile Fabre on the Ethics of Spying,https://philosophybites.libsyn.com/cecile-fabre-on-the-ethics-of-spying,text/html,"Wed, 20 Apr 2022 21:05:25 +0000","<p>Spying raises many ethical issues, but these are rarely discussed - at least by philosophers. Cécile Fabre, author of a recent book on the topic, Spying Through a Glass Darkly, discusses some of these issues with Nigel Warburton in this episode of the Philosophy Bites podcast.  This episode is sponsored by The New European newspaper.</p>"
Cecile Fabre on the Ethics of Spying,https://traffic.libsyn.com/secure/philosophybites/Cecile_Fabre_on_the_Ethics_of_Spying.mp3?dest-id=14010,audio/mpeg,"Wed, 20 Apr 2022 21:05:25 +0000","<p>Spying raises many ethical issues, but these are rarely discussed - at least by philosophers. Cécile Fabre, author of a recent book on the topic, Spying Through a Glass Darkly, discusses some of these issues with Nigel Warburton in this episode of the Philosophy Bites podcast.  This episode is sponsored by The New European newspaper.</p>"
Ro Khanna on Digital Dignity,https://philosophybites.libsyn.com/ro-khanna-on-digital-dignity,text/html,"Fri, 18 Mar 2022 09:48:43 +0000","In this digital age, how can we organise society and the public sphere in ways that will preserve the sense of individual dignity? Ro Khanna, Congressman for Silicon Valley, and author of Dignity in a Digital Age, discusses this important topic with Nigel Warburton."
Ro Khanna on Digital Dignity,https://traffic.libsyn.com/secure/philosophybites/Ro_Khanna_on_Digital_Dignity.mp3?dest-id=14010,audio/mpeg,"Fri, 18 Mar 2022 09:48:43 +0000","In this digital age, how can we organise society and the public sphere in ways that will preserve the sense of individual dignity? Ro Khanna, Congressman for Silicon Valley, and author of Dignity in a Digital Age, discusses this important topic with Nigel Warburton."
Benjamin Lipscomb on 4 Women Philosophers,https://philosophybites.libsyn.com/benjamin-lipscomb-on-4-women-philosophers,text/html,"Sat, 22 Jan 2022 19:41:50 +0000","In Oxford during the Second World War four women philosophers came to prominence. Elizabeth Anscombe, Philippa Foot, Iris Murdoch, and Mary Midgley were friends and met to discuss their ideas, particulary about ethics. Benjamin Lipscomb, author of a recent book about them, The Women Are Up To Something, speaks to David Edmonds in this episode of the Philosophy Bites podcast."
Benjamin Lipscomb on 4 Women Philosophers,https://traffic.libsyn.com/secure/philosophybites/Lipscombe_MixSesW.mp3?dest-id=14010,audio/mpeg,"Sat, 22 Jan 2022 19:41:50 +0000","In Oxford during the Second World War four women philosophers came to prominence. Elizabeth Anscombe, Philippa Foot, Iris Murdoch, and Mary Midgley were friends and met to discuss their ideas, particulary about ethics. Benjamin Lipscomb, author of a recent book about them, The Women Are Up To Something, speaks to David Edmonds in this episode of the Philosophy Bites podcast."
"Paul Bloom on Psychological Hedonism,",https://philosophybites.libsyn.com/paul-bloom-on-psychological-hedonism,text/html,"Sun, 19 Dec 2021 22:07:03 +0000",<p>Do we seek pleasure and avoid pain? The moral psychologist Paul Bloom believes psychological hedonism gives an inaccurate picture of what motivates us. In this episode of the Philosophy Bites podcast he discusses pain and pleasure with Nigel Warburton.</p>
"Paul Bloom on Psychological Hedonism,",https://traffic.libsyn.com/secure/philosophybites/Paul_Bloom_on_Psychological_Hedonism.mp3?dest-id=14010,audio/mpeg,"Sun, 19 Dec 2021 22:07:03 +0000",<p>Do we seek pleasure and avoid pain? The moral psychologist Paul Bloom believes psychological hedonism gives an inaccurate picture of what motivates us. In this episode of the Philosophy Bites podcast he discusses pain and pleasure with Nigel Warburton.</p>
Myisha Cherry on Rage,https://philosophybites.libsyn.com/myisha-cherry-on-rage,text/html,"Wed, 03 Nov 2021 20:40:43 +0000","<p>Stoic philosophers described anger as a temporary madness and argued that we should eliminate it wherever possible. More recently Martha Nussbaum has argued for keeping anger out of political debates. In this episode of the Philosophy Bites podcast, in contrast, Myisha Cherry makes the case for rage in some specific circumstances. She discusses rage with Nigel Warburton.</p>"
Myisha Cherry on Rage,https://traffic.libsyn.com/secure/philosophybites/Myisha_Cherry_on_Rage.mp3?dest-id=14010,audio/mpeg,"Wed, 03 Nov 2021 20:40:43 +0000","<p>Stoic philosophers described anger as a temporary madness and argued that we should eliminate it wherever possible. More recently Martha Nussbaum has argued for keeping anger out of political debates. In this episode of the Philosophy Bites podcast, in contrast, Myisha Cherry makes the case for rage in some specific circumstances. She discusses rage with Nigel Warburton.</p>"
Agnes Callard on Complaint,https://philosophybites.libsyn.com/agnes-callard-on-complaint,text/html,"Sat, 09 Oct 2021 08:57:28 +0000","<p>We all do it. But is there anything philosophically interesting about complaining? <a href=""https://philosophy.uchicago.edu/faculty/a-callard"">Agnes Callard</a> thinks there is. In this episode of the Philosophy Bites podcast she discusses complaint with Nigel Warburton.</p>"
Agnes Callard on Complaint,https://traffic.libsyn.com/secure/philosophybites/Agnes_Callard_on_Complaint_2.mp3?dest-id=14010,audio/mpeg,"Sat, 09 Oct 2021 08:57:28 +0000","<p>We all do it. But is there anything philosophically interesting about complaining? <a href=""https://philosophy.uchicago.edu/faculty/a-callard"">Agnes Callard</a> thinks there is. In this episode of the Philosophy Bites podcast she discusses complaint with Nigel Warburton.</p>"
Arash Abizadeh on Thomas Hobbes' Ethics,https://philosophybites.libsyn.com/arash-abizadeh-on-thomas-hobbes-ethics,text/html,"Mon, 23 Aug 2021 15:52:00 +0000","<p>Thomas Hobbes is best known as author of Leviathan which is usually read today for its theory of political authority. Here <a href=""https://abizadeh.wixsite.com/arash"">Arash Abizadeh</a> discusses Hobbes' ethics, the theory of what we are and what are obligations are to each. </p>"
Arash Abizadeh on Thomas Hobbes' Ethics,https://traffic.libsyn.com/secure/philosophybites/Arash_Abizadeh_on_Hobbes_Ethics.mp3?dest-id=14010,audio/mpeg,"Mon, 23 Aug 2021 15:52:00 +0000","<p>Thomas Hobbes is best known as author of Leviathan which is usually read today for its theory of political authority. Here <a href=""https://abizadeh.wixsite.com/arash"">Arash Abizadeh</a> discusses Hobbes' ethics, the theory of what we are and what are obligations are to each. </p>"
Steven Nadler on Spinoza on Free Speech,https://traffic.libsyn.com/secure/philosophybites/Nadler_Free_Speech_MixSesW.mp3,text/html,"Tue, 18 May 2021 12:27:38 +0000","<p>Spinoza was famously heretical in his views. No surprise then that he defended free expression. Here <a href=""https://smnadler.wixsite.com/mysite"">Steven Nadler</a> discusses Spinoza's views on this topic with Nigel Warburton.</p>"
Steven Nadler on Spinoza on Free Speech,https://traffic.libsyn.com/secure/philosophybites/Nadler_Free_Speech_MixSesW.mp3?dest-id=14010,audio/mpeg,"Tue, 18 May 2021 12:27:38 +0000","<p>Spinoza was famously heretical in his views. No surprise then that he defended free expression. Here <a href=""https://smnadler.wixsite.com/mysite"">Steven Nadler</a> discusses Spinoza's views on this topic with Nigel Warburton.</p>"
Suki Finn on the Metaphysics of Nothing,https://philosophybites.libsyn.com/suki-finn-on-the-metaphysics-of-nothing,text/html,"Mon, 08 Mar 2021 16:29:00 +0000","<p>What is the status of something that is an absence, like a hole? <a href=""https://www.sukifinn.com"">Suki Finn</a> explores the metaphysics of nothing in this episode of the <em>Philosophy Bites</em> podcast. Suki is also the editor of a new book based on <em>Philosophy Bites</em> interviews with women philosophers selected from our archive <em><a href=""https://philosophybites.libsyn.com/Women%20of%20Ideas,"">Women of Ideas,</a> </em>to be published by Oxford University Press in April.</p> <p> </p>"
Suki Finn on the Metaphysics of Nothing,https://traffic.libsyn.com/secure/philosophybites/Suki_Finn_on_the_Metaphysics_of_Nothing.mp3?dest-id=14010,audio/mpeg,"Mon, 08 Mar 2021 16:29:00 +0000","<p>What is the status of something that is an absence, like a hole? <a href=""https://www.sukifinn.com"">Suki Finn</a> explores the metaphysics of nothing in this episode of the <em>Philosophy Bites</em> podcast. Suki is also the editor of a new book based on <em>Philosophy Bites</em> interviews with women philosophers selected from our archive <em><a href=""https://philosophybites.libsyn.com/Women%20of%20Ideas,"">Women of Ideas,</a> </em>to be published by Oxford University Press in April.</p> <p> </p>"
Peter Salmon on Derrida on Deconstruction,https://philosophybites.libsyn.com/peter-salmon-on-derrida-on-deconstruction,text/html,"Thu, 18 Feb 2021 17:06:26 +0000","<p>Jacques Derrida was a controversial philosopher whose writing could be fiendishly difficult to read. Nevertheless he had many followers. Here <a href=""https://www.petersalmon.co.uk"">Pete Salmon</a>, author of a recent biography of Derrida, manages to give a clear account of what Derrida meant by deconstruction. </p> <p>This episode was sponsored by St John's College. For more information about the college go to <a href=""https://www.sjc.edu/podcast"">www.sjc.edu/podcast</a></p> <p> </p>"
Peter Salmon on Derrida on Deconstruction,https://traffic.libsyn.com/secure/philosophybites/Peter_Salmon_on__Derrida_and_Deconstruction.mp3?dest-id=14010,audio/mpeg,"Thu, 18 Feb 2021 17:06:26 +0000","<p>Jacques Derrida was a controversial philosopher whose writing could be fiendishly difficult to read. Nevertheless he had many followers. Here <a href=""https://www.petersalmon.co.uk"">Pete Salmon</a>, author of a recent biography of Derrida, manages to give a clear account of what Derrida meant by deconstruction. </p> <p>This episode was sponsored by St John's College. For more information about the college go to <a href=""https://www.sjc.edu/podcast"">www.sjc.edu/podcast</a></p> <p> </p>"
David Bather Woods on Schopenhauer on Compassion,https://traffic.libsyn.com/secure/philosophybites/David_Bather_Woods_on_Schopenhauer_and_Compassion.mp3,text/html,"Sun, 10 Jan 2021 16:08:23 +0000","<p>Arthur Schopenhauer is best known for the deep pessimism of his book <em>The World as Will and Representation</em>. Here we focus on a slightly less pessimistic aspect of his philosophy: his views on compassion. Very unusually for an early nineteenth century thinker, he was influenced here by his reading of Indian philosophy. <a href=""https://warwick.ac.uk/fac/soc/philosophy/people/woods/"">David Bather Woods</a> is the interviewee.</p> <p>We are very grateful for sponsorship for this episode from <a href=""https://www.sjc.edu/podcast"">St John's College</a>.</p>"
David Bather Woods on Schopenhauer on Compassion,https://traffic.libsyn.com/secure/philosophybites/David_Bather_Woods_on_Schopenhauer_and_Compassion.mp3?dest-id=14010,audio/mpeg,"Sun, 10 Jan 2021 16:08:23 +0000","<p>Arthur Schopenhauer is best known for the deep pessimism of his book <em>The World as Will and Representation</em>. Here we focus on a slightly less pessimistic aspect of his philosophy: his views on compassion. Very unusually for an early nineteenth century thinker, he was influenced here by his reading of Indian philosophy. <a href=""https://warwick.ac.uk/fac/soc/philosophy/people/woods/"">David Bather Woods</a> is the interviewee.</p> <p>We are very grateful for sponsorship for this episode from <a href=""https://www.sjc.edu/podcast"">St John's College</a>.</p>"
Samantha Rose Hill on Hannah Arendt on Pluralism,https://philosophybites.libsyn.com/samantha-rose-hill-on-hannah-arendt-on-pluralism,text/html,"Sun, 06 Dec 2020 17:11:53 +0000","<p><span style=""font-size: 12pt;"">Hannah Arendt's experience of the Eichmann trial in 1961 led her to reflect on the nature of politics, truth, and plurality. <a href=""https://www.samantharosehill.com"">Samantha Rose Hill</a>, author of a biography of Arendt, discusses the context for this, and the key features of Arendt's views. </span><br /> <br /> <span style=""font-size: 12pt;"">We are grateful for support for this episode from St John's College - for more information about the college, including online options, go to</span> <a href=""https://sjc.edu/podcast""><span style=""font-size: 12pt;"">sjc.edu/podcast</span></a></p>"
Samantha Rose Hill on Hannah Arendt on Pluralism,https://traffic.libsyn.com/secure/philosophybites/Samantha_Rose_Hill_on_Hannah_Arendt_on_Plurality.mp3?dest-id=14010,audio/mpeg,"Sun, 06 Dec 2020 17:11:53 +0000","<p><span style=""font-size: 12pt;"">Hannah Arendt's experience of the Eichmann trial in 1961 led her to reflect on the nature of politics, truth, and plurality. <a href=""https://www.samantharosehill.com"">Samantha Rose Hill</a>, author of a biography of Arendt, discusses the context for this, and the key features of Arendt's views. </span><br /> <br /> <span style=""font-size: 12pt;"">We are grateful for support for this episode from St John's College - for more information about the college, including online options, go to</span> <a href=""https://sjc.edu/podcast""><span style=""font-size: 12pt;"">sjc.edu/podcast</span></a></p>"
David Edmonds on Undercover Robot,https://philosophybites.libsyn.com/david-edmonds-on-undercover-robot,text/html,"Sat, 28 Nov 2020 14:09:54 +0000","<p>David Edmonds has co-authored a children's book, <em>Undercover Robot</em>. Here in this bonus episode (originally released on the Thinking Books podcast) he discusses it with Nigel Warburton. </p>"
David Edmonds on Undercover Robot,https://traffic.libsyn.com/secure/philosophybites/David_Edmonds_on_Undercover_Robot.mp3?dest-id=14010,audio/mpeg,"Sat, 28 Nov 2020 14:09:54 +0000","<p>David Edmonds has co-authored a children's book, <em>Undercover Robot</em>. Here in this bonus episode (originally released on the Thinking Books podcast) he discusses it with Nigel Warburton. </p>"
