title,link,link_type,published,summary
Foreign Policy Has Become A Family Feud,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4577646027.mp3?updated=1708643788,audio/mpeg,"Thu, 22 Feb 2024 23:13:40 -0000","Both Democrats and Republicans are facing intraparty conflict over foreign policy, Democrats over the war in Gaza and Republicans over the war in Ukraine. Could these conflicts help determine who wins the presidency in November?
On this episode of the 538 Politics podcast, the crew invites Dina Smeltz, senior fellow on public opinion and foreign policy at The Chicago Council on Global Affairs, to break down how the conflicts in Gaza and Ukraine have divided the parties. They also preview the upcoming South Carolina primary race, and ask whether a recent poll of political scientists intending to create a ranking of American presidents was a good or bad use of polling.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
What Comes Next In Trump's Trials,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP2983129654.mp3?updated=1708132926,audio/mpeg,"Mon, 19 Feb 2024 14:00:00 -0000","This Presidents Day installment of the 538 Politics podcast grapples with a central question in the 2024 election: What are the legal limits of presidential behavior?
Former President Donald Trump is facing 91 criminal charges across four different cases as he campaigns for the White House. Law professor Jessica Roth joins Galen to discuss some of the recent developments in each of the cases and what to expect next.
Last week, the judge in the New York hush money case ruled that the trial will begin March 25, meaning it’s now expected to be the first of Trump's cases to be tried. Also, Fulton County DA Fani Willis testified in a hearing to dismiss her from the Georgia election case; the defendants are pushing to have her disqualified on the basis of an alleged conflict of interest.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Democrats Notch A Win In The Battle For The Suburbs,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1247582436.mp3?updated=1707904768,audio/mpeg,"Wed, 14 Feb 2024 09:56:12 -0000","In this late-night installment of the 538 Politics podcast, the crew breaks down the results of the special election in New York's 3rd Congressional District. Democrat Tom Suozzi beat Republican Mazi Pilip in a race to replace former Rep. George Santos.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The Political Conversation About Biden's Age,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4512847899.mp3?updated=1707784394,audio/mpeg,"Tue, 13 Feb 2024 00:03:00 -0000","Voters in New York's 3rd Congressional District are heading to the polls on Tuesday to choose a replacement for former Rep. George Santos. In this installment of the 538 Politics podcast, the crew discusses the dynamics at play in the most high profile special election this year. They also look at Americans' perceptions of President Joe Biden's age, after a special counsel report described him as a “well-meaning, elderly man with a poor memory,” and they talk about what comes next in the politics of border security.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The Data Points That Will Explain The 2024 Election,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3987431649.mp3?updated=1707428231,audio/mpeg,"Thu, 08 Feb 2024 21:33:32 -0000","What is the most valuable data point to watch heading into the 2024 presidential election? This week on the 538 Politics podcast, we interviewed more than a dozen experts — pollsters, political scientists, data journalists — and asked them this one question. Their combined answers paint a picture of which variables will most influence the election this November. Galen and his guests cover voters' shifting perceptions of the two candidates, issues and key demographics that could make or break them, and the importance of ""double haters,"" voters who have negative opinions of both President Joe Biden and former President Donald Trump. 
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The Tortured Pundits Department,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8739966917.mp3?updated=1707176654,audio/mpeg,"Mon, 05 Feb 2024 23:39:32 -0000","How much influence does Taylor Swift actually have? Would her endorsement in a presidential election move voters? Has her presence at NFL games already created new fans among young women? Some have used polling to suggest it has, so in this installment of the 538 Politics podcast, we ask ""good or bad use of polling?""
The crew also looks at some of the minor primary contests between now and the South Carolina Republican presidential primary and spotlights the biggest takeaways from last quarter's campaign fundraising numbers.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How Americans Feel About The Economy,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3098218440.mp3?updated=1706819047,audio/mpeg,"Thu, 01 Feb 2024 20:19:24 -0000","The conventional wisdom is that the economy and a president’s fate are closely tied. For much of Joe Biden’s presidency, part of the story has been that despite a strong labor market and economic growth, views of the economy and Biden’s handling of it have been abysmal.
A lot of that likely had to do with inflation, rising interest rates and a declining stock market. Trends that, as of right now, have abated and even reversed. So what’s happened over the past three years and where are we headed? And what does all of that mean for November 2024?
In this installment of the 538 Politics podcast, Galen speaks with Joanne Hsu, who directs the University of Michigan consumer sentiment survey, and Neale Mahoney, economics professor at Stanford University.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Will Politics Or Policy Win Out At The Border?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4576410576.mp3?updated=1706578959,audio/mpeg,"Tue, 30 Jan 2024 01:38:44 -0000","In this installment of the 538 Politics podcast, the crew explores the thorny negotiations surrounding immigration and border security in Washington. Galen talks to Carlos Odio, co-founder of Equis Research; Rachael Bade, author of POLITICO Playbook; and Leah Askarinam, 538 politics reporter. Together, the crew discusses evolving public sentiment on immigration, explores proposed policy changes and guesses what Americans think about the political landscape right now. Later in the show, Galen is joined by G. Elliott Morris, 538’s director of data analytics, to uncover more about how 538's pollster ratings are determined and reveal what are the best pollsters in America.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The GOP Primary Is Basically Over,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP7098527156.mp3?updated=1706082214,audio/mpeg,"Wed, 24 Jan 2024 07:40:46 -0000","In a late-night New Hampshire primary reaction edition of the 538 Politics podcast, the crew concludes that the GOP primary is basically over, even if not literally. They dig into the results and exit poll data to describe the coalitions that backed Trump and Haley and explain why this was Haley's best shot at scoring a win.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Is New Hampshire The End Of The GOP Primary?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3325357061.mp3?updated=1705968424,audio/mpeg,"Tue, 23 Jan 2024 00:03:49 -0000","The Republican primary is officially a two-person race. In this installment of the 538 Politics podcast, the crew talks about Florida Gov. Ron DeSantis dropping out of the presidential race, expectations for New Hampshire and the future of the Republican primary. They also consider whether a poll asking New Hampshire residents how well they understand the 14th Amendment is a good use of polling.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The View From New Hampshire,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4566442737.mp3?updated=1705617692,audio/mpeg,"Thu, 18 Jan 2024 22:37:53 -0000","With New Hampshire’s first-in-the-nation primary quickly approaching, the FiveThirtyEight Politics podcast heads to the Granite State. Galen speaks with Annmarie Timmins, Senior Reporter at the New Hampshire Bulletin, and Neil Levesque, Director of the New Hampshire Institute of Politics at Saint Anselm College, about the potentially competitive contest between frontrunner former President Donald Trump and former U.N. Ambassador Nikki Haley, as well as the nuances of New Hampshire’s electorate.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Trump Wins Iowa. Now What?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3333676750.mp3?updated=1705400096,audio/mpeg,"Tue, 16 Jan 2024 10:13:41 -0000","The crew reacts to former President Donald Trump’s decisive victory in Iowa, as well as the race for second place, in which Florida Gov. Ron DeSantis edged out former U.N. Ambassador Nikki Haley.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The Last Debate Before Iowa,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3318472213.mp3?updated=1704973612,audio/mpeg,"Thu, 11 Jan 2024 11:43:23 -0000","With just days until the Iowa caucuses, the crew reacts to a head-to-head debate between former U.N. Ambassador Nikki Haley and Florida Gov. Ron DeSantis, as well as a town hall featuring former President Donald Trump.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
No Sleep Till Iowa,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3314344641.mp3?updated=1704752233,audio/mpeg,"Mon, 08 Jan 2024 22:17:40 -0000","The Iowa caucuses are just a week away, and in this installment, the 538 Politics podcast sets its sights on the early states. Galen speaks with celebrated Iowa pollster Ann Selzer about likely caucusgoers' views of the candidates and how things could change in the final week of the campaign. Later in the show, Galen is joined by ABC News reporters Kendall Ross in Iowa, Kelsey Walsh in New Hampshire and Gabriella Abdul-Hakim in South Carolina. They share their insights from months of talking to voters and listening to candidates as they crisscrossed their states.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Do The Betting Markets Have 2024 Right?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3211100666.mp3?updated=1704404370,audio/mpeg,"Thu, 04 Jan 2024 21:36:34 -0000","The 538 Politics podcast is kicking off the new year with a game of Buy, Sell, Hold. There are a lot of unknowns as we start the year: Who will win the party nominations for president? Will a third party candidate break through? What will come of former president Donald Trump’s legal liability? And ultimately, who will win the White House, the House of Representatives and Senate? There are betting markets for just about all of these unknowns, so Galen asks the crew to make an assessment of the going odds.
They also discuss potential wildcards heading into the new year: What issues might motivate voters? How will congressional dysfunction play out? How about October surprises? 
Learn more about your ad choices. Visit megaphone.fm/adchoices"
There Has To Be A Better Way To Pick Presidential Nominees… Right?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8544895237.mp3?updated=1703197584,audio/mpeg,"Mon, 01 Jan 2024 21:00:00 -0000","Happy holidays, listeners! As we approach the Republican Iowa caucuses, we decided to re-air our audio documentary series, ""The Primaries Project."" This series originally aired in early 2020 and investigates how our modern primary system came to be, how it has shaped our political landscape, and how it might be improved. This is episode three of three.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How The Primary System Has Shaped Our Politics,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1933811883.mp3?updated=1703197618,audio/mpeg,"Thu, 28 Dec 2023 21:00:00 -0000","Happy holidays, listeners! As we approach the Republican Iowa caucuses, we decided to re-air our audio documentary series, ""The Primaries Project."" This series originally aired in early 2020 and investigates how our modern primary system came to be, how it has shaped our political landscape, and how it might be improved. This is episode two of three.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Our Presidential Primary System is An Accident,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8181880046.mp3?updated=1703196710,audio/mpeg,"Mon, 25 Dec 2023 23:00:00 -0000","Happy holidays, listeners! As we approach the Republican Iowa caucuses, we decided to re-air our audio documentary series, ""The Primaries Project."" This series originally aired in early 2020 and investigates how our modern primary system came to be, how it has shaped our political landscape, and how it might be improved. This is episode one of three.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The 538 Podcast Holiday Party,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6182875225.mp3?updated=1703195917,audio/mpeg,"Thu, 21 Dec 2023 21:01:46 -0000","In this holiday installment of the 538 Politics podcast, the crew looks back at some of the most important political events of 2023 as well as some of the weirder political stories of the year. They also debate the thorny question of which types of cookies can be considered ""Christmas cookies"" in a festive edition of ""Good or Bad Use of Polling."" To wrap it all up, they play ""Guess What Americans Think"" and guess the answers to polling questions like, ""If Santa were a registered voter, which party would he belong to?"" 
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Reaction Podcast: Colorado Supreme Court Bars Trump From Ballot,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6819531935.mp3?updated=1703104068,audio/mpeg,"Wed, 20 Dec 2023 20:26:00 -0000","On this special reaction edition of the 538 Politics podcast, Galen speaks with Kimberly Wehle, professor of law at the University of Baltimore, and Geoffrey Skelley, senior elections analyst, about the recent ruling from the Colorado Supreme Court that bars Trump from the Colorado Republican primary ballot. They discuss the legal grounding of this ruling, the political reaction and the prospect of the U.S. Supreme Court weighing in.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Trump's Primary Challengers Are Running Out of Time,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1315815827.mp3?updated=1702945814,audio/mpeg,"Tue, 19 Dec 2023 00:26:11 -0000","The U.S. House adjourned for the holidays last week after voting along party lines to authorize an impeachment inquiry into President Biden. The Senate is delaying its holiday recess as negotiators try to hash out a deal that would include aid to Ukraine and Israel as well as funding for border security and possible changes to asylum law.
In this installment of the 538 Politics podcast, the crew heads to Washington to discuss how Congress is closing out the year and what Americans think about it. They also mark just four weeks until the Iowa caucuses and look at what the data says about how much the polls have historically moved during the final stretch before caucus day.
And they wrap up by taking stock of how likely Americans were to vote in 2023. Since Trump was elected in 2016, the country has been in an era of historically high turnout in elections. Did that continue this year, and does that portend anything for next year?
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Have Progressives Won The Economic Debate?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP5638399543.mp3?updated=1702588342,audio/mpeg,"Thu, 14 Dec 2023 21:09:06 -0000","In early 2020, Alexandria Ocasio-Cortez told New York Magazine that, “In any other country [she and President Joe Biden] would not be in the same party.” Yet, by April of that year, after Bernie Sanders dropped out, she “absolutely” threw her support behind Biden, saying “the stakes are too high when it comes to another four years of [former President Donald] Trump.”
Since Trump’s victory in 2016, opposition to the former president has served as one of the strongest organizing principles for the Democratic Party. And that dynamic has likely helped paper over some of the “progressive left vs. establishment” divides that were visible in the 2016 and 2020 primaries.
While the 2024 Democratic primary is essentially uncompetitive, some cracks in that unity have still emerged. For example, since Biden took office, one of his steepest declines in support has been among young voters, a cohort that backed Sanders in 2016 and 2020. Differing views of the current war between Israel and Hamas have further highlighted the generational divide in the party.
In this installment of the 538 Politics podcast, Galen speaks with author Joshua Green about those divides, where they come from and how they may manifest in 2024. Green’s new book is titled, “The Rebels: Elizabeth Warren, Bernie Sanders, Alexandria Ocasio-Cortez, and the Struggle for a New American Politics.”
Learn more about your ad choices. Visit megaphone.fm/adchoices"
What To Make Of Trump's 'Dictator' Comment,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4762748883.mp3?updated=1702335283,audio/mpeg,"Mon, 11 Dec 2023 22:50:28 -0000","Former President Donald Trump attracted attention for his answer in a town hall with Sean Hannity last week suggesting he would not abuse his power as president in a second term, “except for Day One.” His answer came after extensive reporting on how his second-term plans would challenge democratic norms and accepted limits on presidential power on issues ranging from Department of Justice investigations to domestic use of the military.
In this installment of the 538 Politics podcast, Galen speaks with constitutional law professor Kate Shaw and professor of government Brendan Nyhan about Trump's second-term agenda. They discuss which aspects of it butt up against norms and the Constitution and which parts might simply be objectionable to partisans.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Did The Fourth Republican Debate Matter?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP9576454553.mp3?updated=1701956337,audio/mpeg,"Thu, 07 Dec 2023 13:36:59 -0000","Galen unpacks the fourth Republican primary debate from Tuscaloosa, Alabama with senior elections analyst Geoffrey Skelley and White House correspondent MaryAlice Parks.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Is Nikki Haley The New Ron DeSantis?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8988218211.mp3?updated=1701724408,audio/mpeg,"Mon, 04 Dec 2023 21:18:06 -0000","In the month since the last Republican debate, former U.N. Ambassador Nikki Haley has been inching up in the national polls, while Florida Gov. Ron DeSantis has been slipping. Today, DeSantis leads Haley by just 3 points nationally, 13 percent to 10 percent. They are similarly close in Iowa, and Haley leads DeSantis by a sizable margin in New Hampshire and South Carolina. Former President Donald Trump is at 60 percent nationally and 40-some percent in the early states.
There were already rumblings about Haley supplanting DeSantis as the alternative to Trump, and then, last Tuesday, Americans for Prosperity — the political arm of the Koch network — endorsed Haley, throwing its financial and organizing weight behind her. In this installment of the 538 Politics podcast, the crew considers whether Haley really has a shot of winning the Republican primary.
They also dive into one of the intractable polling questions of our time: What’s the deal with issue polling? In other words, when pollsters ask voters about the issues motivating them or how they feel about a certain policy, what information are voters giving us?
Learn more about your ad choices. Visit megaphone.fm/adchoices"
2024 Is The First ‘AI Election.’ What Does That Mean?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP7427821963.mp3?updated=1701384481,audio/mpeg,"Thu, 30 Nov 2023 22:43:53 -0000","Exactly one year ago today, OpenAI launched ChatGPT. And quickly, the program changed the conversation around what is possible for artificial intelligence. In the past 12 months, we've seen campaign videos featuring AI-generated images, legislative proposals and a congressional hearing on AI regulation. By all accounts, the 2024 presidential election is going to be our first ""AI election."" However, often the specifics around AI’s impact remain vague. How exactly could it impact our electoral politics?
In this episode of the 538 Politics podcast, Galen speaks with Ethan Bueno de Mesquita, the interim dean of the Harris School of Public Policy at the University of Chicago. Bueno de Mesquita’s research focuses on game theory, political conflict and electoral accountability, and he recently co-authored the white paper ""Preparing for Generative AI in the 2024 Election: Recommendations and Best Practices Based on Academic Research.""
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Why The GOP May Be Ready To Say Goodbye To Santos,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP9942728714.mp3?updated=1701125299,audio/mpeg,"Mon, 27 Nov 2023 22:45:01 -0000","The U.S. House gets back to work on Tuesday and one of its first orders of business is expected to be a vote on whether to expel Rep. George Santos of New York. A House ethics report concluded earlier this month that he “sought to fraudulently exploit every aspect of his House candidacy for his own personal financial profit.”
In this installment of the 538 Politics podcast, the crew discusses how likely Santos is to be added to the only five House expulsions in U.S. history. They also look at changing public opinion surrounding the Israel-Hamas war, after more than a month and a half of fighting. Plus, with new economic data in hand, they once again try to tackle the gap between positive developments and Americans' dismal perception of the economy.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
What These Swing Voters Have To Say About The 2024 Election,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4823171078.mp3?updated=1700245858,audio/mpeg,"Mon, 20 Nov 2023 21:30:00 -0000","What makes swing voters swing? In this installment of the 538 Politics podcast Galen heads to Simi Valley, California and speaks with voters whose preferences have crisscrossed parties in recent years. They explain how they’re thinking about politics today and why their views and identities may not fit neatly into one partisan bucket.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The Fight For Working-Class Voters,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6626544005.mp3?updated=1700173594,audio/mpeg,"Thu, 16 Nov 2023 22:21:30 -0000","In 2016, as has been widely reported, white working-class voters shifted decisively to the right. In 2020, working-class voters of color followed suit to varying degrees, though still giving President Joe Biden a clear majority of their support. This has left both parties with the understanding that going forward a multiracial, working-class majority will play a pivotal role in their electoral fortunes. So why have we seen these recent shifts to the right and what will both parties do to either capitalize on or reverse these trends?
In this installment of the 538 Politics podcast, Galen speaks with two authors who have recently published books about precisely those questions, but from opposite sides of the political aisle. Democratic political scientist Ruy Teixeira recently co-wrote the book “Where Have All The Democrats Gone? The Soul Of The Party In The Age Of Extremes” along with John Judis. Republican pollster Patrick Ruffini wrote the book, “Party Of The People: Inside The Multiracial Populist Coalition Remaking the GOP.”
Learn more about your ad choices. Visit megaphone.fm/adchoices"
"If The 2024 Election Were Held Today, Would Trump Win?",https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP9177028932.mp3?updated=1699919772,audio/mpeg,"Mon, 13 Nov 2023 23:51:00 -0000","To mark one year out from the 2024 election, Galen tries to make sense of the political environment based on all the data we have with a crew of election data nerds: G. Elliott Morris, ABC News editorial director of data analytics; Ruth Igielnik, editor for news surveys at The New York Times; and Lakshya Jain, partner at the election modeling website Split-Ticket.org.
In recent days, a spate of polls have come out, mostly showing a similar picture: Not only does former President Donald Trump outperform President Joe Biden in the swing states, he leads, on average, in national polls as well. The suggestion being that if the election were today — and Trump and Biden were the nominees — Trump might be favored to not just win the Electoral College, but the national popular vote too.
But there’s a catch, or two. Perhaps most importantly, the election is not today. Also, we got other data last week, from actual elections, showing Democrats performing relatively well. So, one year out, where does that leave us? The crew tries to answer that and later on in the show they also play a game.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Haley Takes On Ramaswamy And DeSantis,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8478770682.mp3?updated=1699536517,audio/mpeg,"Thu, 09 Nov 2023 13:25:11 -0000","The crew reacts to the third Republican primary debate in this late-night edition of the 538 Politics podcast.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
